item_id	i_category	r_complement	r_substitute
6681	28	[8897, 4541, 6649, 5852, 5650, 8527, 4779, 3937, 4624, 4395, 7626, 10197, 6575, 7350, 7723, 5312, 4720, 8727, 2786, 3855, 3410, 7542, 7873]	[]
6688	71	[6913, 9323, 5457, 7186, 7355, 7696, 9970, 6605, 7354, 7598, 8261, 10148, 10229, 2978, 7594, 4845, 10653, 8724, 9155, 9595, 10030, 7569, 8491, 10169, 8589, 9981, 5460, 9066, 10399, 7914, 9306, 8121, 8313, 10116, 8970, 6178, 10127, 8630, 10295, 8798, 8076]	[]
6684	28	[7492, 6892, 6815, 8136, 6042, 3463, 4365, 7577, 7812, 6633, 7581, 1325, 6891, 5259, 4577, 7472, 7042, 9153, 5282, 6883, 9293, 6241, 2380, 6911, 7516, 8363, 5847, 6054, 6546, 8120, 9411, 6709, 2414, 5488, 8597, 5522, 5269, 7699, 5179, 8520, 8526, 6870, 1824, 7675, 8932, 5266, 7510, 3851, 4206, 7223, 3822, 2860, 4543, 5641, 9045, 5263, 3899, 4116, 5486, 8729, 7462, 8588, 6163, 7665, 8734, 3897, 7181, 5849, 7641, 4756, 10196, 7397, 4776, 4609, 6346, 9204, 6899, 8127, 8444, 7209, 7722, 9460]	[]
6690	70	[6210, 7937, 3324, 6649, 6782, 5091, 6769, 8212, 5508, 9827, 6575, 7855, 5669, 5312, 6786, 6410, 7856, 8838, 4761, 5086, 7859, 5998, 6120, 6984]	[]
6687	28	[10669, 6199, 9561, 5525, 5179, 10440, 8300, 5373, 7858, 9001, 7807, 4969, 5087, 7720, 7716, 10114, 7246, 6292, 6154, 5497, 6401, 6145, 5165, 9489, 6208, 7231, 5849, 6566, 8294, 7958, 8461, 7982, 6568, 8628, 7314, 6721, 9187, 6911, 8613, 5641, 7175, 7810, 4137, 9426, 8327, 7324, 6611, 5481, 8102, 10103, 6947, 5265, 7349, 8217, 4236, 6622, 5076, 7583, 8397, 5817, 4473, 5356, 10478, 7580, 8688, 4577, 8312, 9364, 7997, 8883, 7437]	[]
6689	28	[7428, 5521, 8897, 3663, 6398, 6924, 7718, 9236, 6677, 8660, 8733, 3897, 5850, 8525, 6635, 4661, 7598, 6910, 5633, 6310, 7494, 10148, 5986, 4845, 7222, 8728, 3866, 5071, 6855, 7468, 9155, 8320, 10197, 2380, 7512, 10361, 5649, 7500, 5280, 2860, 1354, 6042, 6348, 9403, 6428, 7043, 8644, 7571, 9461, 3332, 3463, 3899, 5281, 7914, 5681, 8121, 6196, 4755, 7471, 9294, 5436, 9304, 7141, 3410, 8364, 5848, 9014, 5489, 8387, 3580, 4136, 7667, 7665, 7729]	[]
6692	28	[7896, 6426, 6051, 6704, 3015, 7139, 6304, 8107, 6781, 9124, 10085, 9391, 5469, 10665, 6289, 5398, 5425, 6018, 5025, 7817, 6574, 6771, 9114, 6387, 10574, 6141, 8832, 4031, 4884, 6878, 7887, 8024, 7476, 6596, 6192, 5807, 6823, 10639, 6015, 4096, 7435, 5323, 9528, 9800, 7439, 6703, 4690, 3374, 6564, 6197, 6662, 8484, 4535, 5077, 4534, 6551, 4541, 7229, 8129, 5105, 5597, 6733, 9279, 5909, 5517, 6425, 5296, 7490, 6014, 5137, 9269, 10006, 9347, 6595, 5820, 3935, 9524, 10584]	[]
6691	28	[7671, 6882, 6826, 4432, 3625, 7213, 10583, 5185, 2772, 4434, 6026, 7731, 4503, 4991, 7844, 7559, 8107, 9124, 4107, 9391, 10665, 7302, 7678, 3836, 3492, 4675, 6832, 3934, 3590, 6071, 8705, 3812, 10073, 6713, 7887, 6308, 3479, 8024, 3646, 6369, 3626, 4643, 4289, 8290, 4694, 6830, 3624, 6802, 3946, 6281, 6668, 6578, 4681, 6692, 1006, 10126, 2100, 7770, 5795, 5479, 8129, 5387, 6233, 10020, 3476, 10283, 5793, 3933, 656, 3911, 10131, 9191, 8995, 4676, 4869, 4807, 10006, 6033]	[]
6693	18	[]	[7926, 5901, 4855, 4853, 4858, 7708, 7707, 7703, 7706, 5902, 7925, 10276, 5732, 5729, 7061, 7968]
6694	68	[7908, 7567, 6210, 7795, 6475, 6594, 3324, 6649, 6576, 7849, 5406, 7400, 6008, 5856, 4768, 6469, 5653, 4624, 7075, 8230, 5628, 7712, 9041, 8811, 8310, 10334, 8509, 8468, 7721, 6613, 5508, 6081, 4729, 7657, 6575, 9827, 6717, 7676, 6751, 9425, 7201, 4995, 5312, 8770, 7753, 9881, 9471, 7611, 10282, 8219, 9540, 9473, 7051, 6422, 8723, 7745, 8249, 7057, 5998, 6646]	[]
6695	28	[]	[8305, 6123, 8821, 5784, 6127, 5402, 8109, 5992, 6124, 8819, 8953, 9019, 7622, 9112]
6696	28	[]	[7274, 9293, 8819, 121, 5151, 6123, 5402, 9020, 2751, 5993, 8746, 6948, 6124, 6890, 4179, 9183, 7952, 8305, 5513, 6127, 3764, 9111, 5782, 8953, 8736]
6697	28	[6399, 9596, 8345, 8317, 7492, 7574, 9001, 8208, 3858, 9237, 5152, 8023, 8856, 10079, 9197, 9547, 6946, 7324, 10410, 4236, 6395, 6891, 8163, 7666, 3769, 4717, 5146, 6843, 9458, 6261, 8611, 6911, 8367, 8601, 5170, 6269, 5843, 6158, 8627, 8166, 8616, 7586, 6496, 5522, 5269, 7298, 7106, 8607, 8526, 4216, 9055, 8591, 9798, 9549, 9489, 10013, 8196, 9352, 8796, 6568, 8388, 4116, 8080, 10102, 9616, 5270, 9475, 8840, 7252, 10669, 7216, 9561, 9268, 10440, 7264, 7458, 9495, 8612, 6953, 9704, 8617, 9360, 7641, 8686, 4310, 7455, 8613, 7397, 9204, 6899, 7583, 7209, 6356]	[]
6701	40	[7770, 6792, 4806, 5025, 8549, 5990, 10368, 6150, 4096, 6826, 6811, 7435, 5820, 4694, 9528, 5620, 8129, 5485, 5195, 10019, 7439, 8843, 3229, 6714, 6802, 7648, 8563, 6704, 3968, 10584, 9919, 4938, 8755, 6795, 6791, 6365, 5305, 6187, 8507, 5296, 7730, 4602, 4267, 8712, 7656, 6225, 6308, 7887, 9108, 3374, 4174, 7833, 9188, 9818, 6013, 9269, 8107, 3911, 6663, 9124, 5897, 9191, 3890, 5441, 6149, 4676, 7016, 4008, 4809, 8713, 10006, 5534]	[]
6699	1	[7177, 4441, 7973, 2952, 4142, 4981, 8560, 6813, 8860, 6280, 9419, 3842, 4689, 7351, 10463, 3738, 6406, 8438, 6198, 7413, 8311, 4881, 6476, 6451, 8022, 2955, 4702, 4440, 3407, 3421, 7924, 3885, 3405, 4336, 7348]	[]
6698	28	[7573, 6504, 8118, 8590, 7454, 5840, 10082, 10029, 7402, 3733, 8321, 6217, 6871, 6565, 6174, 7918, 8207, 9246, 6877, 5449, 4672, 6981, 6874, 8899, 5624, 3769, 7136, 8004, 8365, 8132, 6374, 8878, 8167, 9056, 7517, 4576, 7977, 5333, 2477, 6212, 6623, 5445, 10189, 6867, 8528, 5914, 6908, 8389, 8154, 8841, 8671, 7749, 4792, 8080, 8162, 8677, 7245, 6960, 8822, 7663, 5642, 7674, 8678, 7157, 7071, 5648, 8672, 8392, 6962, 10113, 9021, 4444, 7410, 7466, 5254, 8194, 5716, 9129, 6580, 9503, 8373, 4982, 2453, 9645, 5476]	[]
6703	28	[2534, 7274, 7896, 6426, 6051, 6704, 7151, 3860, 8544, 7626, 6312, 3340, 6304, 6781, 8866, 10309, 3855, 5038, 9789, 6289, 5398, 7613, 6018, 6574, 8234, 9114, 6387, 4710, 7902, 6434, 7964, 5931, 3856, 6878, 2208, 6596, 4043, 5807, 8865, 7188, 6837, 9580, 7728, 6050, 5940, 7439, 6296, 4968, 9627, 6564, 10015, 4428, 6662, 7375, 8484, 6692, 4535, 5077, 9753, 4534, 8893, 6551, 8845, 4541, 3768, 10019, 4640, 10638, 5821, 5597, 4395, 5763, 5517, 8746, 6425, 6014, 6948, 1721, 5137, 9269, 10006, 9347, 6593, 8550, 6595, 9524]	[]
6700	40	[3061, 3226, 8720, 8498, 8258, 5585, 8014, 4096, 8717, 6538, 7655, 8129, 6322, 9114, 8319, 6714, 6802, 6323, 8563, 7283, 4870, 9674, 6704, 7880, 4471, 10548, 7590, 7280, 3738, 6365, 9590, 9773, 6187, 8507, 4539, 3895, 9344, 6701, 10582, 8556, 10667, 7903, 6308, 3710, 9108, 9065, 5765, 7143, 7419, 4489, 6808, 7476, 5897, 7000, 9711, 6789, 8718, 10178, 3712, 8713, 10639, 4890, 6446, 9646]	[]
6704	28	[6018, 9753, 4534, 8893, 6551, 5308, 4096, 7896, 9114, 9800, 7439, 5821, 5030, 8563, 7660, 4710, 7283, 6703, 9296, 5763, 7725, 4697, 7902, 6733, 3860, 8544, 6312, 6297, 5517, 3856, 5296, 4031, 7490, 4884, 6014, 5354, 6878, 5137, 6564, 6304, 4428, 9269, 10006, 2208, 9369, 6781, 7476, 6596, 9347, 8866, 10309, 3855, 6662, 5807, 8865, 6593, 8484, 6692, 6536, 6597, 6595, 4842, 6289, 10639, 5398, 9580, 6015]	[]
6702	28	[9236, 7600, 9476, 6842, 7453, 7300, 8320, 8209, 7107, 4090, 8592, 5166, 9403, 8833, 7043, 6357, 7619, 8642, 3580, 3769, 8644, 8368, 8445, 10508, 8637, 3869, 7717, 6653, 6589, 8525, 10061, 6573, 6858, 9615, 9598, 3866, 6571, 10448, 6845, 8164, 6800, 10193, 7571, 6256, 5075, 6024, 5331, 8161, 8999, 6270, 8632, 10116, 8842, 5145, 7266, 9057, 8634, 8007, 5181, 10081, 8660, 8013, 8879, 8859, 4532, 8065, 9488, 6919, 4501, 9705, 3865, 7801, 8646, 6157, 6413, 6572, 8657, 7215, 8342, 5633, 5157, 8888, 10101, 8877, 6942, 8926, 10014, 6428, 5362, 9457, 3863, 5359, 8387]	[]
6705	1	[]	[7380, 6630, 8234, 7274, 9833, 8819, 7023, 7033, 7151, 7321, 8694, 4784, 6122, 6631, 9791, 8821, 4564, 7873, 4170]
6706	47	[10669, 10170, 7582, 7699, 10516, 6586, 9885, 9074, 7249, 9593, 6570, 5391, 8492, 10223, 5458, 8598, 9307, 6527, 8262, 9543, 8074, 6944, 10231, 6946, 9769, 4365, 8600, 9095, 5482, 7349, 6044, 4333, 9953, 9980, 8688, 8588, 8312, 7472, 9153, 9322]	[]
6707	28	[5862, 8898, 4927, 9776, 6052, 7392, 9855, 6457, 5466, 9751, 8709, 7279, 5942, 9945, 7921, 6404, 8041, 5473, 7035, 7297, 8349, 5238, 7737, 7129, 7758, 10075, 8974, 10668, 3979, 4838, 8693, 6338, 9944, 9343, 8062, 7288, 9856, 7047, 9943, 7092, 8087, 8975, 6373, 9984, 8685, 5380, 9171, 9701, 7224]	[]
6708	47	[10669, 9251, 7582, 7699, 6460, 8602, 8614, 9593, 6570, 8620, 6945, 6951, 9847, 7579, 5391, 8623, 8492, 9676, 8598, 5155, 5497, 9307, 6949, 6950, 8357, 6886, 10643, 10125, 9099, 6893, 9805, 7333, 8711, 8996, 6881, 9224, 6445, 9197, 6946, 9095, 10028, 7349, 7563, 4904, 8688, 9312, 9551, 5018, 9793, 5804]	[]
6709	28	[6399, 9213, 8881, 7949, 9374, 5435, 3858, 6949, 8280, 9237, 4303, 6901, 7810, 6946, 9547, 7324, 7778, 9095, 9916, 8060, 4826, 6395, 5259, 4577, 7536, 8300, 6843, 6241, 6886, 6952, 8611, 5070, 6893, 7950, 6956, 8601, 6290, 2181, 3929, 8904, 8597, 4103, 7969, 7728, 5269, 7298, 8716, 8526, 4216, 1711, 7675, 6427, 6566, 3851, 8196, 5641, 8600, 8624, 8619, 7578, 6622, 6884, 9475, 5018, 7616, 8152, 7264, 6945, 5759, 8621, 7765, 3955, 6950, 5805, 7641, 8686, 8145, 8613, 3225, 8452, 8026, 9204, 6899, 7583, 8371, 8444, 7209, 7628]	[]
6710	1	[8340, 9103, 4993, 8031, 8258, 7148, 7817, 7030, 3693, 4096, 1876, 7088, 3092, 9086, 6711, 10174, 9098, 8843, 3106, 6387, 5004, 9296, 9174, 6598, 8767, 8022, 4991, 8570, 7062, 10131, 9244, 10085, 8213, 9391, 8673, 10074, 4008, 5820, 9938, 10466, 10126, 9212]	[]
6711	1	[9133, 10621, 6598, 5042, 7030, 7088, 7062, 10661, 6710, 4991, 9831]	[]
6712	28	[7157, 3872, 6108, 5648, 8672, 6962, 6087, 2604, 10113, 8528, 5995, 9021, 7493, 5908, 4444, 3829, 8132, 7454, 10082, 5762, 4666, 4443, 7466, 6908, 6374, 6358, 8841, 5491, 8321, 9266, 8194, 6217, 8167, 7749, 5094, 7517, 3471, 4933, 6580, 6174, 6072, 7918, 5333, 9246, 6877, 5449, 10220, 3496, 5445, 7210, 3243, 2347, 2497, 8162, 6874, 4982, 8899, 6041, 8400, 5777, 7072, 6517, 6172, 7245, 5476, 7663, 5642, 7674]	[]
6713	1	[7786, 4993, 5479, 8258, 6286, 3286, 6321, 6599, 7088, 4432, 3886, 7435, 4675, 5803, 3113, 5390, 5244, 6830, 1784, 5387, 3200, 1078, 7376, 3082, 6832, 3098, 6071, 5081, 3750, 5139, 4687, 3379, 4434, 6691, 8702, 4081, 6026, 7124, 7513, 3476, 3674, 6578, 6140, 6260, 8535, 3321, 3933, 7887, 5432, 5198, 4991, 8024, 3773, 3646, 3911, 3901, 4107, 3085, 6665, 6579, 4059, 4676, 7353, 6600, 3112, 1006, 3338, 4807, 3432, 7302, 5082, 8290, 7678, 5795]	[]
6714	40	[10368, 6826, 5620, 5195, 10583, 8563, 3968, 6700, 7590, 6795, 6187, 6384, 6170, 7139, 7559, 9818, 8107, 9124, 6152, 6792, 5025, 4001, 4445, 7869, 5485, 9785, 9919, 8755, 4068, 8564, 5534, 5305, 7730, 7656, 6308, 9108, 3344, 7476, 9349, 5897, 3890, 6149, 7016, 4809, 8713, 5761, 5990, 4096, 6234, 3698, 5600, 9528, 7439, 5975, 6802, 7283, 4938, 10548, 6225, 3374, 4174, 6663, 4008, 5273, 8554, 7770, 6150, 7282, 6538, 8129, 8843, 7648, 4644, 6365, 4949, 5296, 6701, 6013, 6235, 3911, 5448, 4676, 5820, 8277, 5055]	[]
6718	68	[7654, 7370, 6649, 5553, 7713, 6636, 7849, 4005, 5268, 4768, 4689, 7712, 5589, 7802, 5508, 5694, 7657, 7806, 8113, 5529, 6507, 5312, 8355, 7662, 7560, 6347, 7535, 4935, 8219, 6716, 6723, 7919, 5946, 7365, 8195, 7057, 6783, 6999]	[]
6719	46	[5496, 3717, 85, 6354, 3735, 5525, 2858, 3198, 5322, 2856, 4882, 2349, 3768, 979, 1034, 2730, 6549, 3059, 4912, 5209, 2269, 5173, 4418, 2575, 2785, 6436, 5528, 7352, 4825, 6138, 2751, 4416, 3832, 4384, 4299, 2762, 1889, 1176, 5409, 980, 4840, 2386, 2062, 3271, 3232, 4055, 5317, 3373, 10357, 7287, 3261, 3723, 891, 6228, 2351, 5214, 3617]	[]
6717	68	[6694, 7567, 7795, 6475, 8788, 6594, 3324, 6649, 6576, 5406, 7400, 5601, 6277, 6008, 5856, 4768, 6469, 8944, 7075, 8230, 5628, 9041, 6411, 10334, 7456, 5405, 5883, 7721, 6613, 5508, 7414, 6081, 4729, 7657, 7201, 7806, 7676, 4995, 5312, 7824, 7753, 9471, 7611, 10282, 8219, 9540, 7051, 6422, 8723, 5330, 8249, 7057, 6999, 6646]	[]
6715	40	[6988, 4596, 8105, 5693, 9386, 7790, 7261, 4109, 7655, 5443, 7800, 5578, 7444, 8027, 4615, 9392, 7714, 8706, 7808, 9674, 7039, 7880, 6119, 4471, 3738, 4115, 6807, 6730, 7802, 4360, 8851, 3566, 8896, 5555, 4947, 7259, 4881, 4106, 5034, 4448, 6669, 7317, 8556, 7963, 7719, 7256, 6186, 3710, 9065, 5765, 7143, 7919, 6808, 7010, 6995, 8925, 9716, 8697, 5040, 7369, 8195, 6490, 3885, 9024, 8019]	[]
6720	1	[9424, 5618, 2, 7491, 4859, 7926, 5747, 7705, 10287, 6480, 8721, 4858, 7554, 6737, 8655, 7925, 7336, 5875, 6307, 7914, 7707, 7703, 8503, 7980, 9472, 5901]	[]
6716	68	[8549, 6210, 8470, 7370, 5553, 7316, 8234, 7713, 5091, 7849, 6440, 4487, 7867, 6008, 4768, 7915, 7714, 8486, 4624, 5842, 4689, 7712, 5692, 6550, 8889, 7902, 7521, 9563, 8547, 5589, 7802, 6718, 8468, 5508, 8761, 5694, 4729, 6575, 6500, 7806, 8113, 5529, 5312, 6750, 8770, 4720, 9881, 7662, 10282, 8219, 4935, 7535, 6647, 7576, 4943, 6723, 10357, 7919, 4286, 8936, 4632, 7689, 5946, 7365, 7506, 5431, 5998, 8195, 6999, 6351]	[]
6721	28	[4679, 8152, 8716, 5525, 7469, 6516, 5087, 4260, 7564, 5320, 7246, 7408, 6955, 5152, 6145, 6208, 6687, 7170, 7231, 8331, 8294, 5070, 5643, 8686, 4337, 4940, 7226, 7614, 3822, 6568, 8628, 7314, 7397, 9187, 6901, 7175, 8327, 9426, 6946, 4609, 7602, 8102, 5265, 5263, 5481, 6054, 4692, 4408, 4236, 7578, 6622, 8397, 5522, 6654, 7694, 8444, 5210, 8312, 5303, 9364, 4795, 5634]	[]
6724	28	[]	[10621, 6748, 2074, 4929, 10176, 10472, 1396, 4845, 9917, 5439, 10671, 8488, 9976, 2114, 9190, 6449, 10177, 10313, 6252, 9981, 6256, 10592, 6466, 6638, 7914, 7189, 6127, 9980, 5436, 3535, 6254]
6723	68	[4634, 8549, 6210, 8470, 7370, 6649, 5553, 7316, 7713, 7883, 7849, 4487, 7511, 7867, 8504, 7299, 4768, 7714, 8486, 4624, 8230, 7520, 5787, 7712, 6612, 5692, 5763, 7521, 7902, 5589, 7802, 6718, 5319, 8761, 5694, 6437, 6575, 7806, 5529, 6507, 5144, 5312, 6750, 8770, 7662, 8219, 6526, 4935, 7535, 7576, 6716, 9473, 8936, 7919, 6422, 4632, 6593, 5330, 5946, 7365, 7689, 7506, 5998, 8195, 6999, 6351]	[]
6725	28	[7235, 6086, 8103, 5036, 7518, 7696, 9189, 8658, 5088, 9606, 7453, 7222, 8328, 5079, 6357, 3746, 4774, 8637, 5129, 5161, 4661, 5635, 5267, 6588, 7670, 6845, 4714, 8164, 3756, 3395, 10523, 8161, 4466, 7409, 9415, 5003, 6355, 5304, 8634, 5526, 3663, 8398, 6686, 4754, 5181, 4499, 7244, 4261, 6657, 7398, 4339, 8700, 8648, 8460, 5999, 7225, 6621, 7253, 3865, 6157, 9014, 4802, 6650, 8797, 5371, 7459, 5318, 7589, 7385, 5212, 3364, 8888, 9314, 7537, 6204, 6316, 5217, 4908, 7178, 6764, 4417, 6515, 5647, 6148, 5065, 8292, 5178]	[]
6727	1	[]	[7093, 3842, 6827, 6787, 9697, 6279, 6366, 9393, 8912, 7120]
6722	28	[4255, 6200, 5206, 6780, 6135, 8893, 4420, 4411, 4541, 8552, 7748, 5650, 6249, 7326, 6514, 7241, 9509, 8408, 7431, 8337, 4347, 5821, 3937, 5728, 4710, 5597, 4395, 7176, 8310, 6296, 7902, 7626, 8544, 7233, 8396, 5319, 5313, 6437, 8330, 5851, 6500, 7350, 5529, 5144, 5312, 3935, 8293, 4720, 7227, 6564, 8219, 6304, 6592, 4943, 7315, 6820, 10357, 6596, 3855, 5494, 5216, 4271, 7375, 5527, 7745, 7542, 8484, 7001, 7859, 6229, 9308, 7695, 4535, 9313]	[]
6726	0	[7210, 4443, 6374, 5262, 8186, 8672, 6212, 7827, 8671, 8194, 8118, 7245, 5022, 7663, 5907, 5914, 1213]	[]
6728	28	[5630, 6431, 4627, 7853, 4163, 9751, 2174, 9337, 4965, 3339, 2614, 5760, 6729, 10668, 2449, 1916, 3888, 7939, 8514, 6433, 10151, 5835, 3418, 2905, 5557, 7681]	[]
6729	28	[5630, 6431, 4627, 7853, 4163, 9751, 2174, 9337, 4965, 6728, 3339, 2614, 5760, 10668, 2449, 1916, 3888, 7939, 6405, 8514, 6433, 10151, 9984, 5835, 2905, 5557, 7681]	[]
6730	40	[4596, 5693, 9386, 7131, 9390, 5578, 8563, 4471, 6119, 7103, 4360, 7484, 4885, 4448, 7719, 3710, 5765, 4775, 7924, 8697, 5040, 8227, 3405, 4780, 7790, 6827, 7067, 8319, 8027, 9392, 7714, 8706, 7039, 8318, 4115, 6498, 8896, 5555, 5034, 6669, 6186, 4452, 4598, 6715, 9711, 3712, 3885, 8019, 7281, 3698, 5896, 4870, 7880, 8851, 3895, 8556, 7532, 5764, 6540, 7143, 7010, 6995, 8925, 4888, 3011, 7369, 5939, 7177, 8498, 8014, 4109, 7655, 5443, 9597, 2973, 4649, 4909, 3738, 3566, 7317, 7903, 7746, 7963, 7690, 9065, 6808, 6012, 9716, 9024, 7800]	[]
6731	1	[]	[]
6732	40	[8258, 10036, 4093, 3650, 5766, 4445, 4142, 6168, 7592, 5620, 8560, 5600, 8129, 6322, 9126, 6280, 7439, 5868, 6323, 6802, 8563, 3968, 5368, 3381, 10548, 4486, 9982, 10464, 8564, 3212, 3530, 3927, 6365, 4885, 7730, 3892, 6170, 10667, 8714, 9349, 6663, 10180, 5897, 8538, 5309, 4098, 3900, 5441, 8718, 8108, 3668, 9868, 4336, 7895, 10639, 8948, 5534, 8153, 7348]	[]
6733	68	[4222, 4534, 8893, 5308, 6213, 4093, 6283, 7896, 4281, 9114, 5117, 3861, 6704, 7362, 4269, 5763, 9533, 7725, 7902, 4871, 4690, 8544, 6312, 3023, 6297, 5517, 7490, 6318, 4884, 10480, 10312, 5354, 6878, 6577, 9423, 7379, 1249, 4428, 8548, 4427, 8866, 10183, 3855, 6823, 8865, 6593, 5469, 7365, 6197, 3857, 9580, 6403, 6015]	[]
6734	16	[7761, 10157, 9612, 9539, 7944, 9068, 7115, 7082, 8114, 7680, 9250]	[]
6735	1	[]	[8305, 6123, 8821, 6127, 5402, 9183, 7274, 5992, 6124, 8819, 5993, 7952]
6736	46	[]	[4827, 7709, 5731, 6305, 4855, 4854, 7337, 7706, 7543, 4853, 6737, 6502, 5736, 7968, 4852, 6512, 6487, 4865, 5902, 9517, 7547, 5610]
6737	1	[7546, 6720, 7708, 7705]	[]
6738	70	[]	[7546, 5611, 4860, 4822, 4355, 5618, 7061, 4856, 6363, 8044, 4442, 7706, 7337, 5613, 6479, 3604, 4853, 4858, 7554, 7336, 7548, 7708, 7703, 6295, 4865, 4833, 6472, 6202]
6739	55	[6238, 506, 6744, 559, 509, 6746, 3051, 501, 4430, 7870, 1010, 318, 315, 560, 9937, 6331, 325, 6778, 321, 517, 451, 6471, 2313, 747, 45, 1009, 2986, 3420, 408, 314, 558, 323, 6667, 545, 9044, 5825, 7866, 2314, 1181, 448, 7008, 3421, 734, 9017, 8193, 4877, 308, 465, 1187, 320, 9572]	[]
6740	1	[5870, 6672, 6494, 5945, 5558]	[]
6741	28	[10054, 9561, 8716, 7949, 8620, 6570, 9454, 7579, 5391, 6263, 10055, 8598, 8621, 5542, 5478, 9305, 9307, 7505, 6949, 4911, 7044, 8083, 6886, 7641, 9099, 6893, 6956, 7920, 5978, 4913, 8725, 8711, 8996, 9197, 9547, 9727, 10080, 7534, 8600, 8624, 9095, 6959, 9406, 9204, 6395, 9470, 10126]	[]
6742	46	[10170, 8845, 9667, 7574, 9268, 10112, 7364, 9907, 8214, 5391, 3852, 10575, 8617, 10060, 8914, 9360, 10013, 7819, 4731, 8216, 9334, 9404, 10559, 7450, 9380, 5978, 7913, 6890, 8036, 10410, 9929, 10028, 9006, 7555, 6743, 7371, 9332, 7787, 4706, 8616, 4746, 8986, 4742, 8963, 8588]	[]
6743	1	[8850, 6742, 9380, 8960, 7914, 9332, 10112, 9907, 7364, 8914, 6428, 9192, 10524, 8036, 9334, 8800]	[]
6744	53	[6238, 8021, 775, 1228, 104, 105, 118, 6746, 4981, 1729, 7870, 4789, 4181, 131, 657, 943, 679, 1224, 1097, 6331, 120, 878, 778, 6778, 689, 777, 291, 669, 128, 2313, 690, 606, 107, 1817, 1190, 558, 776, 9903, 9044, 6739, 939, 670, 2314, 3421, 7008, 605, 889, 667, 8193, 640, 119, 608, 764, 108, 258, 3408, 975, 1081]	[]
6745	59	[559, 568, 4392, 467, 388, 4547, 6746, 3051, 433, 700, 540, 1186, 6030, 450, 4430, 2201, 7870, 2248, 1014, 552, 436, 440, 733, 466, 560, 9937, 435, 744, 3251, 547, 725, 747, 140, 752, 442, 200, 5625, 407, 558, 4065, 6667, 7560, 545, 9044, 6739, 7866, 5392, 732, 9206, 7008, 3421, 734, 738, 9017, 748, 4877, 389, 439, 4906]	[]
6746	55	[6238, 6744, 509, 3051, 501, 6030, 450, 3133, 7870, 1010, 318, 3874, 560, 9937, 6331, 6778, 517, 451, 6471, 2313, 324, 1009, 9750, 1190, 408, 1008, 314, 558, 323, 6667, 9044, 5825, 6739, 2314, 696, 448, 7008, 3421, 734, 9017, 8193, 3264, 1187, 320, 4906, 9572]	[]
6747	1	[8549, 6751, 6422, 8111, 3324, 6649, 9881, 4495, 7329, 8453]	[]
6748	28	[7157, 2604, 7454, 7466, 5762, 6374, 8671, 8878, 6217, 9056, 4200, 6449, 5703, 6580, 6252, 7918, 5446, 8207, 6623, 6874, 8899, 2453, 8677, 6370, 4930, 7136]	[]
6749	28	[2225, 7573, 8590, 7454, 10082, 6358, 4575, 8321, 6217, 7434, 6174, 6072, 7918, 6877, 6698, 6874, 8004, 7160, 6374, 9266, 8167, 9056, 7517, 4595, 5333, 6623, 6121, 5516, 5777, 5289, 2231, 2604, 8528, 4893, 6908, 8389, 4732, 8841, 8671, 7749, 5094, 1213, 5574, 6400, 10220, 7210, 8162, 7072, 8677, 7663, 5642, 9291, 7674, 9557, 6923, 4620, 7157, 8672, 5648, 6962, 10113, 7827, 7493, 7410, 7466, 3560, 5125, 5254, 8194, 6529, 4120, 2980, 6620, 6580, 9402, 8373, 8070]	[]
6750	10	[9753, 6694, 6210, 6273, 7340, 6594, 5553, 6618, 6576, 7713, 5091, 7400, 8919, 7867, 8453, 6277, 4768, 6469, 5653, 8771, 8486, 8482, 5842, 7075, 5628, 7712, 5692, 7049, 8310, 8468, 5508, 7657, 4729, 9827, 7806, 7676, 8113, 5312, 8770, 7662, 7080, 8219, 5412, 6647, 7051, 5086, 5867, 6422, 4632, 5330, 4848, 5998, 5396, 6120, 6999, 6984]	[]
6751	1	[6210, 7380, 7975, 8893, 3324, 6649, 7883, 6618, 8234, 6576, 4495, 8527, 4167, 5227, 8919, 9509, 8453, 9409, 9137, 4768, 8771, 4688, 6550, 7902, 8509, 7956, 8468, 5508, 7414, 6575, 8113, 5802, 5312, 8770, 6410, 5548, 6786, 7080, 8322, 8219, 7329, 5412, 7051, 7022, 10357, 3855, 4286, 6422, 8865, 6593, 6317, 5330, 7840, 8412, 5998, 7954, 7873]	[]
6755	40	[5745, 6988, 8498, 7790, 6128, 4288, 3650, 6601, 6538, 5443, 7002, 6416, 7420, 8027, 4615, 9392, 7880, 3738, 7590, 6753, 6807, 8556, 7963, 7903, 4374, 6458, 6996, 1135, 7865, 7143, 6992, 7010, 8925, 8697, 6752, 5316, 7503, 5040, 3885, 8019, 6255]	[]
6752	40	[6988, 4483, 8258, 4001, 8014, 6128, 4288, 6538, 7655, 9390, 8481, 5485, 5195, 7002, 5868, 7420, 7444, 8027, 4615, 7485, 8563, 7880, 6700, 7590, 7280, 7103, 6753, 3927, 6807, 4360, 8851, 5378, 6365, 8896, 7259, 7484, 6774, 6788, 4106, 7730, 10628, 7317, 8556, 8281, 7719, 5920, 4374, 6458, 5956, 5765, 6996, 7865, 7476, 7143, 7000, 5329, 8707, 8925, 9716, 8697, 5316, 7692, 6152, 6755, 8019, 6255]	[]
